Tweet,Reply
Oh god this is terrible,IF THAT RACIST MF GETS AWAY WITH NAIROBIS BLOOD ON HIS HANDS I'LL RIOT HE NEEDS TO DIE RIGHT NOW IDFC I NEED REVENGE
Helsinki..,Oh god this is terrible
Thinking about bogota right now...,Helsinki..
I just,Thinking about bogota right now...
 Nah... she's gona for good , Wait until you see the flashbacks bestie… it gets worse
I can't face it im not FUCKING OKAY WHAT THE FUCK,I just
I don't wanna watch the rest,I can't face it im not FUCKING OKAY WHAT THE FUCK
I have no words,I don't wanna watch the rest
No one talk to me,I have no words
Worst day of my life,No one talk to me
I-,Worst day of my life
THE MAN LITERALLY LET A PSYCHOPATH RUN AWAY IF NAIROBI DIES BC OF THIS I'LL NEVER FORGIVE HIM,I-
Palermo you were insane for this i hate u,THE MAN LITERALLY LET A PSYCHOPATH RUN AWAY IF NAIROBI DIES BC OF THIS I'LL NEVER FORGIVE HIM
god nothing makes me happier than ppl calling him a clown in his face i fucking hate him sm,Palermo you were insane for this i hate u
I'LL KILL HIM ISTG I WILL,god nothing makes me happier than ppl calling him a clown in his face i fucking hate him sm
If only i had the power to make arturo shut up forever...,I'LL KILL HIM ISTG I WILL
I wanna cry not this dude coming back for Nairobi again can u give me peace for a sec AHH WHEN I CATCH HIM,If only i had the power to make arturo shut up forever...
give me a gun i'll protect her,I wanna cry not this dude coming back for Nairobi again can u give me peace for a sec AHH WHEN I CATCH HIM
they really want her dead huh,give me a gun i'll protect her
FOR THE LOVE OF GOD LEAVE NAIROBI ALONE,they really want her dead huh
arturito you'll not see the gates of heaven you son of a bitch I hope YOU CHOKE  IM SICK OF HIM,FOR THE LOVE OF GOD LEAVE NAIROBI ALONE
No bc Bogota is being a father to him im soft,nairobi is literally the best
I miss caleb so much :((,Gotta watch smth from him asap🏃
Just spoiled smth from money heist for myself , not related oomf but your new layout is saur hot 😮‍💨
Denver bro you fucked up,No bc Bogota is being a father to him im soft
Nairobi my beloved ,Denver bro you fucked up
I CAN'T BELIEVE SHE'S GONNA D WORD TOO UGH I HATE IT HERE,everyone's gonna die i cant do this 
Just spoiled smth from money heist for myself ,I CAN'T BELIEVE SHE'S GONNA D WORD TOO UGH I HATE IT HERE
Starting season 4 LET'S GO ,Nairobi my beloved 
Me asking for a better plot vs them giving it to me BUT AT THE COST OF LOSING NAIROBI FUCK THE PLOT SHE VETTER SURV… ,Starting season 4 LET'S GO 
SHAKING,Me asking for a better plot vs them giving it to me BUT AT THE COST OF LOSING NAIROBI FUCK THE PLOT SHE VETTER SURVIVES FOR AT LEAST ANOTHER SEASON IDFC
GO TOKYO GOOO,SHAKING
HELSINKI NOT LEAVING NAIROBI I SOBBBBBBBBBBB ,GO TOKYO GOOO
NAIROBIIIIIIIIIIIIIII ,HELSINKI NOT LEAVING NAIROBI I SOBBBBBBBBBBB 
NAIROBI STOP THIS IM CRYING,NAIROBIIIIIIIIIIIIIII 
"IM SO "";$(#)#9 BUT THAT'S EXACTLY WHY THIS SEASON IS SM BETTER",NAIROBI STOP THIS IM CRYING
I have so many questions. , Spare her general
 😂😂😂, 😂 😂 😂 Oyaa
"Rich people dress funny, What are they wearing? ", Clothes. Why?
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Joy murraya
She should work on her gag reflex. , 😂😂
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Dem wa stivo simple boy😂😂!
 ,  
Mko sure huyu morio si wa pande hiyo ingine? , Maybe ni wa mix and match
"Car Twitter, which model is this? ", huyu labda ni beshte ya optimus prime
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Wa machipo
Mko sure huyu morio si wa pande hiyo ingine? , Sim 2
"Car Twitter, which model is this? ", Car rot
Mko sure huyu morio si wa pande hiyo ingine? , Kuna wenye wanakuanga Kwa bridge
Mko sure huyu morio si wa pande hiyo ingine? , Unamtaka?
"Car Twitter, which model is this? ", Io likoni ni bedsitter
😂😂😂😂😂😂 , 😂😂😂
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", 
 , 😹😹😹wallahiii you
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", unaleta ajequeen na kienyeji kwa sentence moja?
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Sisi ndio tumebaki
"Okay, how does this contribute to the GDP of our beloved nation Sheila? ", 😆😆
"Okay, how does this contribute to the GDP of our beloved nation Sheila? ", How are you contributing to mine? 🤷🏾‍♀️
"Okay, how does this contribute to the GDP of our beloved nation Sheila? ", Itabidi umem-explain GDP ni nini kwanza🤣😂
"Okay, how does this contribute to the GDP of our beloved nation Sheila? ", 😂😂😂
"Car Twitter, which model is this? ", Blow job e50 zile made in kenya.
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Chloe bailey
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Kwamboka wa chipo
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", chloe bailey ❤
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Sisi ndo Tuko 😂🤣🤣
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ",  next ni Kelly Rowland
 Sawasawa so 50-50?🥺, Yes🥺
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ",  Joy
 Wewe kwanza wamesema budget ya chakula iko very high,"  Smh, Osoro bana"
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", King kalala
 Wewe kwanza wamesema budget ya chakula iko very high, Si I'll help with that🥺
"Car Twitter, which model is this? "," Modified 504, by mechanics to stole thier tools of work."
Tangu gas ya kina Ombachi iishe ni kama waliwacha kupika. Ama ameniblock?, Alikua anatumia pro gas. Juu hiyo before urefill unacheka tu kwanza
They have finally impregnated the enemy. , 🤣🤣
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Sisi ndio tumebaki bro
 Haha njoo nikufanyie kama Riri basi, Smh
 Huyo ako na Simba, Huu mwaka si wa billy 😂
"Car Twitter, which model is this? ", 504 store
Mtu hawezi guess ni wewe ulikuwa unatembea kwa nyumba za vijana ukiandika milango na matope. , 😂😂
 , 
Do you love what you currently do?, I'ma a fifth year med student and I love it
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Miss Mandi 😭
 Habari yako wewe.," Haha, niko fiti mimi"
"It was Muthoni Drama Queen, now Rihanna? Sasa tumebaki na nani?  ", Zuchu
 😂😂naona mlihave a good time👊, Best night as for me..legends those ones
 😂😂beatrice nani?, Naisymoi 😂😂😂😂
Defund  😂😂😂😂, Why
Good morning Tl.A perfect week to restock your soft slim fit  khakis. Each goes for 1200sh inclusive of free deli… ,     How much?
 Mnatoa pesa wapi january😂😂 , Lwani huskizangi gmoney
Each day i understand why the prodigal son went back home, Life's tough 😂
Each day i understand why the prodigal son went back home, umelala njaa tena??
 Ndio nifike kesho asubuhi😂😂 , Na umeanza kuchoma😂
 Mliamua tusirudi rongai?, Si ufike ata saa hii nani amekukataza
 Mko?, Ronga
William hunt shirts each going for 1100 , Bado iko? Do you sell blazers and ties?
Ukiamka amka na Asantee Good morning, asantee ndio nini?? pajamas??😂😂
😂ona githii gitiri goro uguo , Maaani😂😂
 😂😂alinyamaza mchana ni kama alikua anangoja tu atweet, 😂😂😂😂Amemlalia mbaya
Nilijua lazima  atatafuta mmoja ashuke na yeye😂😂, 
 Delete ffs, Appreciate greatness
" 😂😂😂nimekumbuka ule mwenye alitweet aliwai andika ""njahi and njambi' chemistry class",  🤣🤣
" 😂😂😂nimekumbuka ule mwenye alitweet aliwai andika ""njahi and njambi' chemistry class",  What was the intended 😂😂😂
 😂😂hii statement iko na so many loopholes,  Maybe he used the toothbrush in one of them 😂
 😂😂, 😂😂Ama aje
 😂😂momentum hii january ni kama haikukua., 😂 Nilijiangalia kwa kioo and I wasn't impressed with what I saw... Nikirudi nitaeka double effort
 😂😂, 😂 😂 😂 Kumbe siyuko solo buana
 Utatuma slip 😂, Ndio moja ikikutoa unipeleke mbio
 Smh, 🤭
 Delete, Retweet uzito😂😂
 ,  Always 🤎
 Happy birthday✌, Thank you 🥺
 ,  4L
I have had my real one's since we were kids, 
I will emphasize on the importance of having kamba friends...sasa nakula maembe just because they have some., I should introduce you to mine
 Yes . Yes, Damn okay
Kindly ,  There 
So pesa ya corruption huwekwa wapi😭😭 , Kwa nyumba then they start buying/building apartments pale Kilimani
Kindly , Labda upate hairPnP
Kindly , huko litein labda aulizie Menjo
VoK , 🤭😁😊😂
  Hahaha. Second term amerun pekee yake na cost of living is an all time high,"  The bad culture started in 2013 both of them waliingia na mentality ya ku loot, btw 2013-17 ndo unaskia mtu anaiba adi a billion shillings pekeake"
 Hatutumiangi equity, Poleni matajiri 😂
Jana si mlikuwa hayuko guilty he's being sabotaged by a woman lakini leo mnataka asamehewe because he's young and everyone makes mistakes?, Second chance😅
Jana si mlikuwa hayuko guilty he's being sabotaged by a woman lakini leo mnataka asamehewe because he's young and everyone makes mistakes?,Mlikuwa mnasema*
Jana si mlikuwa hayuko guilty he's being sabotaged by a woman lakini leo mnataka asamehewe because he's young and everyone makes mistakes?,  Watu wako na ujinga
 You're always catching strays for no reason, I know and I'm so done with it
  I'm never getting over how beautiful and healthy your hair is. (Also I'm resisting the… , Thank you babe🥺🥰 Let’s dead that once and for all😭😭 (but let me see what you had👀)
Lmao. Maliseni kabisa😂, Nani anamalizwa
Lmao. Maliseni kabisa😂, Weya nikapepete
  So if someone got cancer what good advice did they ignore?,"  You're just trying to turn the argument into something it's not. Natural disasters, chronic conditions, accidents etc aren't what we're talking about and you know it."
Alihonga watu wangapi , Ukianza na clearance ya go ahead ya hii building. Kutoa X? The electric company?Hapa list ni endless. Now can you imagine ule mtu hajui hii stiry afanye kuhamia hii building window ni transformer???? Alafu ilipuke??
 Kwa watu hutajwa kwa graft case  huwa kuna evidence za (unexplained)transactions, Yess but have u ever seen a corrupt kenyan depositing 100million at once?
So pesa ya corruption huwekwa wapi😭😭 , You wash it😂 nobody deposits $1M kwa bank
Trigger an allergic reaction * , Ooh
Kibe siku hizi analipisha hadi kasubscription fee. Kweli the enemy is poverty, Whoever would even watch his content for free ako down very bad 😂
 Lmao. Umejam😂, I've got some way better places to project my feelings cabron.
 Wanaambiana fear women.., emotional intelligence is a foreign concept to them
Haha ," Imagine students and hustlers having a place to sleep for free,no small bills,hapo umetolea vijana stress 80%"
 Kwani ni dhambi?, 
 I'm sorry but this is kinda funny. Why did he fight you?😭, He was drunk na hiyo rejection ilikua imemsumbua I think
Huyo kumbe alikuwa columnist Wa Nairobian ndio maana huwa ako na agenda against women. It makes sense now, Agenda against women ama women empowerment?
Aye  check connectivity for a/c no. 902031. Kindly, Hello  service restored. Check status. ^AD
 Kilundeezy akiomoka kama Larry itabidi you take the heat😂, 😂😂
Huyo kumbe alikuwa columnist Wa Nairobian ndio maana huwa ako na agenda against women. It makes sense now, Wapi huko
  I can't unsee it😂😂,  😂😂 there is always a picture people post of some I think South African dad with this same pose 😂
 Either way utateseka tu. Suffering is the only constant thing in life,  Hapo kwa marriage that's your choice tbh.. you're the one who'll have to live with your choices..
 Either way utateseka tu. Suffering is the only constant thing in life,"  NO! ""Change"" is the only constant in life.. Suffering is a cost of wrong mindset. You choose to ignore good advice for the short term gains, you will ""suffer"" later coz you're mindset was wrong."
You can imagine how shocked I was when I found out that you can love someone and still do them dirty., It usually boils down to respect.
" Yeah. And if they use that against you, they're built like that. It's who they are.", Yeeea
It's more of a character trait than just an event , More of exposure of flaws. A person close to you is likely to know all your weak points that can be used against you
Sisi waluhya tunajua Shelbi ni unit of measurement., oli mbekho busaa eshelbi😆😆😆😆
You can imagine how shocked I was when I found out that you can love someone and still do them dirty.," In most cases, you are done dirty by people close to you"
So huku kwa space a woman has said one of the main reason she got married is financial freedom., As she should
 It could be. We've had this discussion before?no? Inaeza kuwa ata acute depression. It's not normal a… , I clearly need help2-3 days before I find myself crying for no reasonAlafu it happens juu I don't really know my days vizuri and then I'm like I should have known it's periodIt's become a trend.
"Now that we've been doing this celibacy thing for almost forever, it would be a good time to get nipple piercings.", Do it
 Lmao😂 I don't think working is synonymous to money and this was a very gender neutral post. I do not kno… , There*
The older you grow the more you resonate with marrying for money as opposed to any other thing,Reasonate*
The older you grow the more you resonate with marrying for money as opposed to any other thing," Si you just work. It's 2022, equality reigns supreme. Plus this narrative implies the feminist movement especially for women's rights to work, access to banking was all for nothing."
 😂😂😂," Sirudi huko, I am never replying to that conversation 😂"
 Hello catfish😂, Unaaribu 😂
Hakuna kitu nachukia kama kupika ugali, Mimi ni opposite hehe
The enemy has always been poverty😂 , haha okay
  Mbona wauliza,  Umwambie sikuangi vile anafikiria😂
"Now that we've been doing this celibacy thing for almost forever, it would be a good time to get nipple piercings.", Do itttt
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Lakini usisahao ni vitu mbili tafauti sana
Nishai kuwa na dem mrembo ajab adi time aliniacha I felt relieved....She really deserved better,  😂😂
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., 21/22 Authentic Soccer Apparels📞0725265186Click the link below to visit the shop#SafaricomVsKenyans#DeadlineDay Rihanna BarcelonaAuba Arteta Greenwood Dembele 
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Buana😅
Nishai kuwa na dem mrembo ajab adi time aliniacha I felt relieved....She really deserved better, 😄😄😄
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Weeuh😂😂
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line.,  
Egerton University is a world class University located in Nakuru. Main campus specifically in Njoro which has been… , Kidagaa That setbook
Then why are these politicians urging us to register as voters? Do they really value the great impact of education?… ,  It's Soo funny just imagine no hospital is working not even the gvt' mortuaries no medicine no doctors what they can provide is only the painkillers n the governor is the chairman of the council
 Uko wapi mkuu?, At the nearest backstreet near you
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa., Hii sii yawakulima pekeyao....walimwao pia....
Nishai kuwa na dem mrembo ajab adi time aliniacha I felt relieved....She really deserved better, 😂😂Niko na vacancies za mapeddy
Nishai kuwa na dem mrembo ajab adi time aliniacha I felt relieved....She really deserved better,  😅😅
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa., Na mvua ikija
Nishai kuwa na dem mrembo ajab adi time aliniacha I felt relieved....She really deserved better,  🤣🤣🤣🤣alikuwa kitu expensive hadi ukashindwaa na bills
Nishai kuwa na dem mrembo ajab adi time aliniacha I felt relieved....She really deserved better, 😂😂
Egerton University is a world class University located in Nakuru. Main campus specifically in Njoro which has been… ," Been a student since 2017 at the institution,I just hope one day All gets well.Actually the strike kicked off when I had barely a month to sit final examinations.😪💔"
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa., 💯💯👍
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa., Mkuu
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Relax😂😂
Egerton University is a world class University located in Nakuru. Main campus specifically in Njoro which has been… , Hapo kwa world class kunafaa kuwa na marekebisho kiasi🗑🚮
Egerton University is a world class University located in Nakuru. Main campus specifically in Njoro which has been… , World class University
I strongly hope that the issue will be resolved as soon as possible. Students to be back in the institution to cont… , Am extremely glad the you have closed your plea calling God to intervene the matter .Now that it is in His hands I say AMEN too ni Jesus name.
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., 😂😂🤣
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., 😂😂😂
Egerton University is a world class University located in Nakuru. Main campus specifically in Njoro which has been… , Get your Ps Plus Subscriptions and PSN Top Up cards today at an affordable price                                                                    DM  for more details 
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa., Follow me  I do follow back immediately
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa., 😂😂
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa.,   ifb immediately
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa.,  Lakini weeds zinamea tena😂😂
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Usilinganishe vitu za maana na vitu za show off
 Manzi yako, We wacha
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa., Bana.
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., 😂😂🎯🎯🎯🎯
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Umeanza ukweli tena
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line.,  Follow me  I do follow back immediately
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line.,  😂😂😂 thick line
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., 😂😂
Jembe ineza oshwa lakini  shamba ikilimwa imelimwa., Thazol thazit
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line.,  😂😂😂😂
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Haha
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Tuko wengi
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., Acha kushout
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., 😂
Pombe mnakunywa above 40% lakini kwa exam is where you draw the line., 🥲🥲
 I have visited your Kisumu offices 10 times! They say they’re waiting for HQS to ipdate the details on… ," Kindly DM us your contact, we will reach out."
" Hi, we have been waiting for details of this product to be added into your systems so the units are reg… ", Good morning  visit our offices and see the registration team for assistance.
 Bana jooh you'll regret selling him, loan sir
Rihanna come on I'm not ready to take care of that baby,  Ulikuwaaa unafikiriaa nn ukipeanaaa iyo ball ama ukimwagaaa hizo spermo
Man United fans when they last won a trophy ,  screenshot this
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , 😅😅😅
  Hips sasa wacha ajitafutie,  did my part 😂
 I'm talking to you 😂, 😂😂zima
  Same thing happened to Lingard on loan where is he now? You're just not good enough for such players,  Yeah now that's the problem with this teamI blame Ole Gunnar though he used to favour some players but let's see this RR he has made some changes to the ones used to be favourites
"Stop clicking that Fabrizio notification with a smile, it's not your club that's Newcastle making another signing", 😂😂nyamaza
  The point here is regret,  Regret?? He won't play against us and no matter what Everton can't get to us on the table. We're actually happy for him he's gonna get playing time and prove himself and try getting in the squad when he comes back
 Bana jooh you'll regret selling him,  We've not sold him he's there on loan bwana Jay
"Stop clicking that Fabrizio notification with a smile, it's not your club that's Newcastle making another signing",  you insulting man u fans 😂
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , 🤣🤣🤣🤣 Better call Saul
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court ,  😂😂😂
    😂😂,    Ayam funny😂
 0 pull, Bora push iko Sawa pushing P all through 😂
 Pogba to Chelsea news?,  Are yu sleeping???
 Pogba to Chelsea news?,  He hates losers.
 Best Socialite*, And best player
 Jesse, Paul pogba is the best player at Manchester United
 You are losing your best player today, Who?
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Utalia
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Who is 'they'? avoid fighting emotionless entities.
  😂😂😂😂😂😂😂,  Nko mfunny sindio?☺️
 How about you focus on kutoa Greenwood jela, Let him rot there that selfish messi fan
 Fat momaa, K
All those signings alafu Newcastle waende relegation. Anyway it's 3239 days since Man United last won the EPL, Tukitoa the Great Manchester United kwa tweets zako unabaki tu na vibes and inshallah
  Which are?,  When you last had a meaningful meal
All those signings alafu Newcastle waende relegation. Anyway it's 3239 days since Man United last won the EPL,  Focus on more important things jay
All those signings alafu Newcastle waende relegation. Anyway it's 3239 days since Man United last won the EPL, Newcastle is the next Real Madrid 😂
All those signings alafu Newcastle waende relegation. Anyway it's 3239 days since Man United last won the EPL, Manchester United lives in your mind rent free
 Lazima tucheze on fair grounds,  
Now that I have HIV it will be so unfair for them to discover a vaccine, Fuckthen 😂😂
  Man 😂😂 ,   😂😂😂😂😂ever funny!
 Bado sasa kuona dentist, 💀
 Hadi ukampeleka salon, na nikampaka make up
   Get a European trophy,   London is red.
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Holy shit kuna soo mbili yangu uko
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , 😂😂😂ATI 1 point?
 Lazima tucheze on fair grounds, Aaah😂🔥
Now that I have HIV it will be so unfair for them to discover a vaccine, 😂😂
  0 European trophies,   Get a job😡
  0 European trophies,   My guys are competing with Newcastle to buy players but they're still snubbed😂😂
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Which money Jay? 
  Shida ni unadhani sina pesa,  😂😂 shida ni unadhani uko nayo
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court ,  Your interest increases with 200% per hour
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court ,  😂😂
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Back where
Uzuri dem wangu anajua sherehe ni Christmas pekee," Huyu wako ni ""off ""breed ama.....coz she doesn't fall in any categories za breed 😆😅"
Uzuri dem wangu anajua sherehe ni Christmas pekee, Wangu ni birthday yake na alizaliwa leap year soo ni after 4 years hapo🤣🤣🤣
Uzuri dem wangu anajua sherehe ni Christmas pekee, Advantages za kudate kienyeji😂
 Bana jooh you'll regret selling him, loan sir
Rihanna come on I'm not ready to take care of that baby,  Ulikuwaaa unafikiriaa nn ukipeanaaa iyo ball ama ukimwagaaa hizo spermo
Man United fans when they last won a trophy ,  screenshot this
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , 😅😅😅
  Hips sasa wacha ajitafutie,  did my part 😂
 I'm talking to you 😂, 😂😂zima
  Same thing happened to Lingard on loan where is he now? You're just not good enough for such players,  Yeah now that's the problem with this teamI blame Ole Gunnar though he used to favour some players but let's see this RR he has made some changes to the ones used to be favourites
"Stop clicking that Fabrizio notification with a smile, it's not your club that's Newcastle making another signing", 😂😂nyamaza
  The point here is regret,  Regret?? He won't play against us and no matter what Everton can't get to us on the table. We're actually happy for him he's gonna get playing time and prove himself and try getting in the squad when he comes back
 Bana jooh you'll regret selling him,  We've not sold him he's there on loan bwana Jay
"Stop clicking that Fabrizio notification with a smile, it's not your club that's Newcastle making another signing",  you insulting man u fans 😂
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , 🤣🤣🤣🤣 Better call Saul
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court ,  😂😂😂
    😂😂,    Ayam funny😂
 0 pull, Bora push iko Sawa pushing P all through 😂
 Pogba to Chelsea news?,  Are yu sleeping???
 Pogba to Chelsea news?,  He hates losers.
 Best Socialite*, And best player
 Jesse, Paul pogba is the best player at Manchester United
 You are losing your best player today, Who?
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Utalia
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Who is 'they'? avoid fighting emotionless entities.
  😂😂😂😂😂😂😂,  Nko mfunny sindio?☺️
 How about you focus on kutoa Greenwood jela, Let him rot there that selfish messi fan
 Fat momaa, K
All those signings alafu Newcastle waende relegation. Anyway it's 3239 days since Man United last won the EPL, Tukitoa the Great Manchester United kwa tweets zako unabaki tu na vibes and inshallah
  Which are?,  When you last had a meaningful meal
All those signings alafu Newcastle waende relegation. Anyway it's 3239 days since Man United last won the EPL,  Focus on more important things jay
All those signings alafu Newcastle waende relegation. Anyway it's 3239 days since Man United last won the EPL, Newcastle is the next Real Madrid 😂
All those signings alafu Newcastle waende relegation. Anyway it's 3239 days since Man United last won the EPL, Manchester United lives in your mind rent free
 Lazima tucheze on fair grounds,  
Now that I have HIV it will be so unfair for them to discover a vaccine, Fuckthen 😂😂
  Man 😂😂 ,   😂😂😂😂😂ever funny!
 Bado sasa kuona dentist, 💀
 Hadi ukampeleka salon, na nikampaka make up
   Get a European trophy,   London is red.
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Holy shit kuna soo mbili yangu uko
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , 😂😂😂ATI 1 point?
 Lazima tucheze on fair grounds, Aaah😂🔥
Now that I have HIV it will be so unfair for them to discover a vaccine, 😂😂
  0 European trophies,   Get a job😡
  0 European trophies,   My guys are competing with Newcastle to buy players but they're still snubbed😂😂
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Which money Jay? 
  Shida ni unadhani sina pesa,  😂😂 shida ni unadhani uko nayo
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court ,  Your interest increases with 200% per hour
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court ,  😂😂
Equity bank hacked I hope it comes back with my 1.3M or they'll have to face the wrath of my lawyer in court , Back where
Uzuri dem wangu anajua sherehe ni Christmas pekee," Huyu wako ni ""off ""breed ama.....coz she doesn't fall in any categories za breed 😆😅"
Uzuri dem wangu anajua sherehe ni Christmas pekee, Wangu ni birthday yake na alizaliwa leap year soo ni after 4 years hapo🤣🤣🤣
Uzuri dem wangu anajua sherehe ni Christmas pekee, Advantages za kudate kienyeji😂
 Today you woke up unwell.," My mother in law is ruffling my feathers, but I was brought up right so I will just let her be."
 Current mood. , 
"My opinion on churches is even more extreme,what Mama Ida said is nothing.", Whew!! This tweet has sunk it's fangs right into my heart. Any church worth it's salt needs to look inward to fix what ails it. That is all I will say for now.
Na vile kupata crush mwengine inakuanga ngumu. Wueeh!, Sisi ndo tuko my fren
 Hahaha kafala. Tuma mandazi basi alafu nikanyagie hii story., Sawa asap 😂😂😂😂
" Hiyo mandazi inakaa fiti.Anyways,acha sasa ni tag NEMA uwaambie ulitoa wapi hiyo plastic bag.", 😂😂😂 neema na fadhili zake zitadumu milele 😇😇
"  Thank God for your tummy. Also,what is that gif 😂😂😂😂😂😂😂😂",  Was right there... perfect timing 😂
 😂, Never ending assumptions in their heads 🙄
It's the little things..... , 😂😂😂😂
" Hahaha I hate you,Vincent. Smh", 😂😂😂😂😂😂😂😂😂😂😂😂😂😂
"Rafiki  ,where's my invite?? ", This is his PA tweeting- he is currently exchanging vows
 Happy Birthday Dee., Thank You 😊
Happy Birthday Kezz. , Thank you ☺️
 😂, You learn new things every day. 🤣
 Mimi ata nilisha give up. Nitaanza kuwatch Scandal instead., That I would recommend 👌
She didn't show up lol , You didn’t deserve her! But that shits not cool
I'm not there yet. But I have managed to quit sugar in chai ya maziwa and I don't do sodas anymore. Sugarless coffe… , I cant help myself adding sugar in Tea. That is the biggest fight
Kukubo The 5th , Huyo anakaa kukubo if you say this five times
 , 😂
 , 😂😂😂😂😂😂😂😂😂
 Hahaha what's wrong with you?? Smh, 😂😂😂
" Hahaha not at all. Nimeoa buana,respect me.", You are married but act singo on the TL. Just wow. Does she know?
Si uko na hangover wewe. Go sleep. , You have been attacked eh?
"  I can only listen to president uhuru kenyatta ""Ruriri ruturagio ni njamba na gitonga""",   Ihii imwe cia gukuyu ni nguru muno. Tsunami ya Moses Kuria hamtawezana
"  I can only listen to president uhuru kenyatta ""Ruriri ruturagio ni njamba na gitonga""","   😂😂😂😂salaaale earth is hard Kweli, ati bado watu wanaskiza mugathe"
  Tell him all those posturing for RUTO always say the same thing but it's wishful thinking,   Looking for legal business ! A good strategy indeed!
  Tell him all those posturing for RUTO always say the same thing but it's wishful thinking,  Hapo hawataongea because they assume votes za Mudavadi is transferable but za Uhuru zii😂😂
      I believe either way Raila still has t… ,      
